,fighter1,fighter2,method,date,event,class
2569,Pascal Krauss,Mike Stumpf,Decision,"Jan 26, 2013",UFC on Fox: Johnson vs. Dodson,Welterweight
2570,Ryan Bader,Vladimir Matyushenko,Submission,"Jan 26, 2013",UFC on Fox: Johnson vs. Dodson,Light Heavyweight
2571,Shawn Jordan,Mike Russow,TKO,"Jan 26, 2013",UFC on Fox: Johnson vs. Dodson,Heavyweight
2572,Rafael Natal,Sean Spencer,Submission,"Jan 26, 2013",UFC on Fox: Johnson vs. Dodson,Middleweight
2573,David Mitchell,Simeon Thoresen,Decision,"Jan 26, 2013",UFC on Fox: Johnson vs. Dodson,Welterweight
2574,Cain Velasquez,Junior dos Santos (c),Decision,"Dec 29, 2012",UFC 155,Heavyweight
2575,Jim Miller,Joe Lauzon,Decision,"Dec 29, 2012",UFC 155,Lightweight
2576,Costas Philippou,Tim Boetsch,TKO,"Dec 29, 2012",UFC 155,Middleweight
2577,Yushin Okami,Alan Belcher,Decision,"Dec 29, 2012",UFC 155,Middleweight
2578,Derek Brunson,Chris Leben,Decision,"Dec 29, 2012",UFC 155,Middleweight
2579,Eddie Wineland,Brad Pickett,Decision,"Dec 29, 2012",UFC 155,Bantamweight
2580,Érik Pérez,Byron Bloodworth,TKO,"Dec 29, 2012",UFC 155,Bantamweight
2581,Jamie Varner,Melvin Guillard,Decision,"Dec 29, 2012",UFC 155,Lightweight
2582,Myles Jury,Michael Johnson,Decision,"Dec 29, 2012",UFC 155,Lightweight
2583,Todd Duffee,Phil De Fries,TKO,"Dec 29, 2012",UFC 155,Heavyweight
2584,Max Holloway,Leonard Garcia,Decision,"Dec 29, 2012",UFC 155,Featherweight
2585,John Moraga,Chris Cariaso,Submission,"Dec 29, 2012",UFC 155,Flyweight
2586,Roy Nelson,Matt Mitrione,TKO,"Dec 15, 2012",The Ultimate Fighter: Team Carwin vs. Team Nelson#The Ultimate Fighter 16 Finale,Heavyweight
2587,Colton Smith,Mike Ricci,Decision,"Dec 15, 2012",The Ultimate Fighter: Team Carwin vs. Team Nelson#The Ultimate Fighter 16 Finale,Welterweight
2588,Pat Barry,Shane del Rosario,KO,"Dec 15, 2012",The Ultimate Fighter: Team Carwin vs. Team Nelson#The Ultimate Fighter 16 Finale,Heavyweight
2589,Dustin Poirier,Jonathan Brookins,Submission,"Dec 15, 2012",The Ultimate Fighter: Team Carwin vs. Team Nelson#The Ultimate Fighter 16 Finale,Featherweight
2590,Mike Pyle,James Head,TKO,"Dec 15, 2012",The Ultimate Fighter: Team Carwin vs. Team Nelson#The Ultimate Fighter 16 Finale,Welterweight
2591,Johnny Bedford,Marcos Vinicius,KO,"Dec 15, 2012",The Ultimate Fighter: Team Carwin vs. Team Nelson#The Ultimate Fighter 16 Finale,Bantamweight
2592,Rustam Khabilov,Vinc Pichel,KO,"Dec 15, 2012",The Ultimate Fighter: Team Carwin vs. Team Nelson#The Ultimate Fighter 16 Finale,Lightweight
2593,TJ Waldburger,Nick Catone,Technical Submission,"Dec 15, 2012",The Ultimate Fighter: Team Carwin vs. Team Nelson#The Ultimate Fighter 16 Finale,Welterweight
2594,Hugo Viana,Reuben Duran,TKO,"Dec 15, 2012",The Ultimate Fighter: Team Carwin vs. Team Nelson#The Ultimate Fighter 16 Finale,Bantamweight
2595,Mike Rio,John Cofer,Submission,"Dec 15, 2012",The Ultimate Fighter: Team Carwin vs. Team Nelson#The Ultimate Fighter 16 Finale,Lightweight
2596,Tim Elliott,Jared Papazian,Decision,"Dec 15, 2012",The Ultimate Fighter: Team Carwin vs. Team Nelson#The Ultimate Fighter 16 Finale,Flyweight
2597,Ross Pearson,George Sotiropoulos,TKO,"Dec 15, 2012",The Ultimate Fighter: The Smashes#The Ultimate Fighter: The Smashes Finale,Lightweight
2598,Robert Whittaker,Brad Scott,Decision,"Dec 15, 2012",The Ultimate Fighter: The Smashes#The Ultimate Fighter: The Smashes Finale,Welterweight
2599,Norman Parke,Colin Fletcher,Decision,"Dec 15, 2012",The Ultimate Fighter: The Smashes#The Ultimate Fighter: The Smashes Finale,Lightweight
2600,Hector Lombard,Rousimar Palhares,KO,"Dec 15, 2012",The Ultimate Fighter: The Smashes#The Ultimate Fighter: The Smashes Finale,Middleweight
2601,Chad Mendes,Yaotzin Meza,KO,"Dec 15, 2012",The Ultimate Fighter: The Smashes#The Ultimate Fighter: The Smashes Finale,Featherweight
2602,Joey Beltran,Igor Pokrajac,No Contest,"Dec 15, 2012",The Ultimate Fighter: The Smashes#The Ultimate Fighter: The Smashes Finale,Light Heavyweight
2603,Mike Pierce,Seth Baczynski,Decision,"Dec 15, 2012",The Ultimate Fighter: The Smashes#The Ultimate Fighter: The Smashes Finale,Welterweight
2604,Ben Alloway,Manuel Rodriguez,KO,"Dec 15, 2012",The Ultimate Fighter: The Smashes#The Ultimate Fighter: The Smashes Finale,Welterweight
2605,Mike Wilkinson,Brendan Loughnane,Decision,"Dec 15, 2012",The Ultimate Fighter: The Smashes#The Ultimate Fighter: The Smashes Finale,Lightweight
2606,Cody Donovan,Nick Penner,TKO,"Dec 15, 2012",The Ultimate Fighter: The Smashes#The Ultimate Fighter: The Smashes Finale,Light Heavyweight
2607,Benson Henderson (c),Nate Diaz,Decision,"Dec 8, 2012",UFC on Fox: Henderson vs. Diaz,Lightweight
2608,Alexander Gustafsson,Maurício Rua,Decision,"Dec 8, 2012",UFC on Fox: Henderson vs. Diaz,Light Heavyweight
2609,Rory MacDonald,B.J. Penn,Decision,"Dec 8, 2012",UFC on Fox: Henderson vs. Diaz,Welterweight
2610,Matt Brown,Mike Swick,KO,"Dec 8, 2012",UFC on Fox: Henderson vs. Diaz,Welterweight
2611,Yves Edwards,Jeremy Stephens,KO,"Dec 8, 2012",UFC on Fox: Henderson vs. Diaz,Lightweight
2612,Raphael Assunção,Mike Easton,Decision,"Dec 8, 2012",UFC on Fox: Henderson vs. Diaz,Bantamweight
2613,Ramsey Nijem,Joe Proctor,Decision,"Dec 8, 2012",UFC on Fox: Henderson vs. Diaz,Lightweight
2614,Daron Cruickshank,Henry Martinez,KO,"Dec 8, 2012",UFC on Fox: Henderson vs. Diaz,Catchweight
2615,Abel Trujillo,Marcus LeVesseur,TKO,"Dec 8, 2012",UFC on Fox: Henderson vs. Diaz,Lightweight
2616,Dennis Siver,Nam Phan,Decision,"Dec 8, 2012",UFC on Fox: Henderson vs. Diaz,Featherweight
2617,Scott Jorgensen,John Albert,Submission,"Dec 8, 2012",UFC on Fox: Henderson vs. Diaz,Bantamweight
2618,Georges St-Pierre (c),Carlos Condit (ic),Decision,"Nov 17, 2012",UFC 154,Welterweight
2619,Johny Hendricks,Martin Kampmann,KO,"Nov 17, 2012",UFC 154,Welterweight
2620,Francis Carmont,Tom Lawlor,Decision,"Nov 17, 2012",UFC 154,Middleweight
2621,Rafael dos Anjos,Mark Bocek,Decision,"Nov 17, 2012",UFC 154,Lightweight
2622,Pablo Garza,Mark Hominick,Decision,"Nov 17, 2012",UFC 154,Featherweight
2623,Patrick Côté,Alessio Sakara,Disqualification,"Nov 17, 2012",UFC 154,Middleweight
2624,Cyrille Diabaté,Chad Griggs,Submission,"Nov 17, 2012",UFC 154,Light Heavyweight
2625,John Makdessi,Sam Stout,Decision,"Nov 17, 2012",UFC 154,Lightweight
2626,Antonio Carvalho,Rodrigo Damm,Decision,"Nov 17, 2012",UFC 154,Featherweight
2627,Matthew Riddle,John Maguire,Decision,"Nov 17, 2012",UFC 154,Welterweight
2628,Ivan Menjivar,Azamat Gashimov,Submission,"Nov 17, 2012",UFC 154,Bantamweight
2629,Darren Elkins,Steven Siler,Decision,"Nov 17, 2012",UFC 154,Featherweight
2630,Cung Le,Rich Franklin,KO,"Nov 10, 2012",UFC on Fuel TV: Franklin vs. Le,Middleweight
2631,Thiago Silva,Stanislav Nedkov,No Contest,"Nov 10, 2012",UFC on Fuel TV: Franklin vs. Le,Light Heavyweight
2632,Dong Hyun Kim,Paulo Thiago,Decision,"Nov 10, 2012",UFC on Fuel TV: Franklin vs. Le,Welterweight
2633,Takanori Gomi,Mac Danzig,Decision,"Nov 10, 2012",UFC on Fuel TV: Franklin vs. Le,Lightweight
2634,Jon Tuck,Tiequan Zhang,Decision,"Nov 10, 2012",UFC on Fuel TV: Franklin vs. Le,Lightweight
2635,Takeya Mizugaki,Jeff Hougland,Decision,"Nov 10, 2012",UFC on Fuel TV: Franklin vs. Le,Bantamweight
2636,Alex Caceres,Motonobu Tezuka,Decision,"Nov 10, 2012",UFC on Fuel TV: Franklin vs. Le,Bantamweight
2637,John Lineker,Yasuhiro Urushitani,Decision,"Nov 10, 2012",UFC on Fuel TV: Franklin vs. Le,Flyweight
2638,Riki Fukuda,Tom DeBlass,Decision,"Nov 10, 2012",UFC on Fuel TV: Franklin vs. Le,Middleweight
2639,Anderson Silva,Stephan Bonnar,TKO,"Oct 13, 2012",UFC 153,Light Heavyweight
2640,Antônio Rodrigo Nogueira,Dave Herman,Submission,"Oct 13, 2012",UFC 153,Heavyweight
2641,Glover Teixeira,Fabio Maldonado,TKO,"Oct 13, 2012",UFC 153,Light Heavyweight
2642,Jon Fitch,Erick Silva,Decision,"Oct 13, 2012",UFC 153,Welterweight
2643,Phil Davis,Wagner Prado,Submission,"Oct 13, 2012",UFC 153,Light Heavyweight
2644,Demian Maia,Rick Story,Submission,"Oct 13, 2012",UFC 153,Welterweight
2645,Rony Mariano Bezerra,Sam Sicilia,TKO,"Oct 13, 2012",UFC 153,Featherweight
2646,Gleison Tibau,Francisco Trinaldo,Decision,"Oct 13, 2012",UFC 153,Lightweight
2647,Diego Brandao,Joey Gambino,Decision,"Oct 13, 2012",UFC 153,Featherweight
2648,Sérgio Moraes,Renee Forte,Submission,"Oct 13, 2012",UFC 153,Welterweight
2649,Chris Camozzi,Luiz Cané,Decision,"Oct 13, 2012",UFC 153,Middleweight
2650,Cristiano Marcello,Reza Madadi,Decision,"Oct 13, 2012",UFC 153,Lightweight
2651,Antônio Silva,Travis Browne,TKO,"Oct 5, 2012",UFC on FX: Browne vs. Bigfoot,Heavyweight
2652,Jake Ellenberger,Jay Hieron,Decision,"Oct 5, 2012",UFC on FX: Browne vs. Bigfoot,Welterweight
2653,John Dodson,Jussier Formiga,TKO,"Oct 5, 2012",UFC on FX: Browne vs. Bigfoot,Flyweight
2654,Justin Edwards,Josh Neer,Technical Submission,"Oct 5, 2012",UFC on FX: Browne vs. Bigfoot,Welterweight
2655,Michael Johnson,Danny Castillo,KO,"Oct 5, 2012",UFC on FX: Browne vs. Bigfoot,Lightweight
2656,Mike Pierce,Aaron Simpson,KO,"Oct 5, 2012",UFC on FX: Browne vs. Bigfoot,Welterweight
2657,Marcus LeVesseur,Carlo Prater,Decision,"Oct 5, 2012",UFC on FX: Browne vs. Bigfoot,Lightweight
2658,Jacob Volkmann,Shane Roller,Submission,"Oct 5, 2012",UFC on FX: Browne vs. Bigfoot,Lightweight
2659,Diego Nunes,Bart Palaszewski,Decision,"Oct 5, 2012",UFC on FX: Browne vs. Bigfoot,Featherweight
2660,Darren Uyenoyama,Phil Harris,Submission,"Oct 5, 2012",UFC on FX: Browne vs. Bigfoot,Flyweight
2661,Stefan Struve,Stipe Miocic,TKO,"Sep 29, 2012",UFC on Fuel TV: Struve vs. Miocic,Heavyweight
2662,Dan Hardy,Amir Sadollah,Decision,"Sep 29, 2012",UFC on Fuel TV: Struve vs. Miocic,Welterweight
2663,Brad Pickett,Yves Jabouin,KO,"Sep 29, 2012",UFC on Fuel TV: Struve vs. Miocic,Bantamweight
2664,Matt Wiman,Paul Sass,Submission,"Sep 29, 2012",UFC on Fuel TV: Struve vs. Miocic,Lightweight
2665,John Hathaway,John Maguire,Decision,"Sep 29, 2012",UFC on Fuel TV: Struve vs. Miocic,Welterweight
2666,Che Mills,Duane Ludwig,TKO,"Sep 29, 2012",UFC on Fuel TV: Struve vs. Miocic,Welterweight
2667,Jimi Manuwa,Kyle Kingsbury,TKO,"Sep 29, 2012",UFC on Fuel TV: Struve vs. Miocic,Light Heavyweight
2668,Akira Corassani,Andy Ogle,Decision,"Sep 29, 2012",UFC on Fuel TV: Struve vs. Miocic,Featherweight
2669,Brad Tavares,Tom Watson,Decision,"Sep 29, 2012",UFC on Fuel TV: Struve vs. Miocic,Middleweight
2670,Gunnar Nelson,DaMarques Johnson,Submission,"Sep 29, 2012",UFC on Fuel TV: Struve vs. Miocic,Catchweight
2671,Robbie Peralta,Jason Young,KO,"Sep 29, 2012",UFC on Fuel TV: Struve vs. Miocic,Featherweight
2672,Jon Jones (c),Vitor Belfort,Submission,"Sep 22, 2012",UFC 152,Light Heavyweight
2673,Demetrious Johnson (c),Joseph Benavidez,Decision,"Sep 22, 2012",UFC 152,Flyweight
2674,Michael Bisping,Brian Stann,Decision,"Sep 22, 2012",UFC 152,Middleweight
2675,Matt Hamill,Roger Hollett,Decision,"Sep 22, 2012",UFC 152,Light Heavyweight
2676,Cub Swanson,Charles Oliveira,KO,"Sep 22, 2012",UFC 152,Featherweight
2677,Vinny Magalhães,Igor Pokrajac,Submission,"Sep 22, 2012",UFC 152,Light Heavyweight
2678,TJ Grant,Evan Dunham,Decision,"Sep 22, 2012",UFC 152,Lightweight
2679,Sean Pierson,Lance Benoist,Decision,"Sep 22, 2012",UFC 152,Welterweight
2680,Marcus Brimage,Jimy Hettes,Decision,"Sep 22, 2012",UFC 152,Featherweight
2681,Seth Baczynski,Simeon Thoresen,KO,"Sep 22, 2012",UFC 152,Welterweight
2682,Mitch Gagnon,Walel Watson,Submission,"Sep 22, 2012",UFC 152,Bantamweight
2683,Kyle Noke,Charlie Brenneman,TKO,"Sep 22, 2012",UFC 152,Welterweight
2684,Jon Jones (c),Dan Henderson,,"Sep 1, 2012",UFC 151,Light Heavyweight
2685,Jake Ellenberger,Jay Hieron,,"Sep 1, 2012",UFC 151,Welterweight
2686,Dennis Siver,Eddie Yagin,,"Sep 1, 2012",UFC 151,Featherweight
2687,Dennis Hallman,Thiago Tavares,,"Sep 1, 2012",UFC 151,Lightweight
2688,John Lineker,Yasuhiro Urushitani,,"Sep 1, 2012",UFC 151,Flyweight
2689,Michael Johnson,Danny Castillo,,"Sep 1, 2012",UFC 151,Lightweight
2690,Takeya Mizugaki,Jeff Hougland,,"Sep 1, 2012",UFC 151,Bantamweight
2691,Tim Means,Abel Trujillo,,"Sep 1, 2012",UFC 151,Lightweight
2692,Daron Cruickshank,Henry Martinez,,"Sep 1, 2012",UFC 151,Lightweight
2693,Shane Roller,Jacob Volkmann,,"Sep 1, 2012",UFC 151,Lightweight
2694,Kyle Noke,Charlie Brenneman,,"Sep 1, 2012",UFC 151,Welterweight
2695,Benson Henderson (c),Frankie Edgar,Decision,"Aug 11, 2012",UFC 150,Lightweight
2696,Donald Cerrone,Melvin Guillard,KO,"Aug 11, 2012",UFC 150,Catchweight
2697,Jake Shields,Ed Herman,No Contest,"Aug 11, 2012",UFC 150,Middleweight
2698,Yushin Okami,Buddy Roberts,TKO,"Aug 11, 2012",UFC 150,Middleweight
2699,Max Holloway,Justin Lawrence,TKO,"Aug 11, 2012",UFC 150,Featherweight
2700,Dennis Bermudez,Tommy Hayden,Submission,"Aug 11, 2012",UFC 150,Featherweight
2701,Michael Kuiper,Jared Hamman,TKO,"Aug 11, 2012",UFC 150,Middleweight
2702,Érik Pérez,Ken Stone,TKO,"Aug 11, 2012",UFC 150,Bantamweight
2703,Chico Camus,Dustin Pague,Decision,"Aug 11, 2012",UFC 150,Bantamweight
2704,Nik Lentz,Eiji Mitsuoka,TKO,"Aug 11, 2012",UFC 150,Featherweight
2705,Maurício Rua,Brandon Vera,TKO,"Aug 4, 2012",UFC on Fox: Shogun vs. Vera,Light Heavyweight
2706,Lyoto Machida,Ryan Bader,KO,"Aug 4, 2012",UFC on Fox: Shogun vs. Vera,Light Heavyweight
2707,Joe Lauzon,Jamie Varner,Submission,"Aug 4, 2012",UFC on Fox: Shogun vs. Vera,Lightweight
2708,Mike Swick,DaMarques Johnson,KO,"Aug 4, 2012",UFC on Fox: Shogun vs. Vera,Welterweight
2709,Nam Phan,Cole Miller,Decision,"Aug 4, 2012",UFC on Fox: Shogun vs. Vera,Featherweight
2710,Wagner Prado,Phil Davis,No Contest,"Aug 4, 2012",UFC on Fox: Shogun vs. Vera,Light Heavyweight
2711,Rani Yahya,Josh Grispi,Submission,"Aug 4, 2012",UFC on Fox: Shogun vs. Vera,Featherweight
2712,Phil De Fries,Oli Thompson,Submission,"Aug 4, 2012",UFC on Fox: Shogun vs. Vera,Heavyweight
2713,Manvel Gamburyan,Michihiro Omigawa,Decision,"Aug 4, 2012",UFC on Fox: Shogun vs. Vera,Featherweight
2714,John Moraga,Ulysses Gomez,KO,"Aug 4, 2012",UFC on Fox: Shogun vs. Vera,Flyweight
2715,Chris Weidman,Mark Muñoz,TKO,"Jul 11, 2012",UFC on Fuel TV: Munoz vs. Weidman,Middleweight
2716,James Te Huna,Joey Beltran,Decision,"Jul 11, 2012",UFC on Fuel TV: Munoz vs. Weidman,Light Heavyweight
2717,Aaron Simpson,Kenny Robertson,Decision,"Jul 11, 2012",UFC on Fuel TV: Munoz vs. Weidman,Welterweight
2718,Francis Carmont,Karlos Vemola,Submission,"Jul 11, 2012",UFC on Fuel TV: Munoz vs. Weidman,Middleweight
2719,T.J. Dillashaw,Vaughan Lee,Submission,"Jul 11, 2012",UFC on Fuel TV: Munoz vs. Weidman,Bantamweight
2720,Rafael dos Anjos,Anthony Njokuani,Decision,"Jul 11, 2012",UFC on Fuel TV: Munoz vs. Weidman,Lightweight
2721,Alex Caceres,Damacio Page,Submission,"Jul 11, 2012",UFC on Fuel TV: Munoz vs. Weidman,Bantamweight
2722,Chris Cariaso,Josh Ferguson,Decision,"Jul 11, 2012",UFC on Fuel TV: Munoz vs. Weidman,Flyweight
2723,Andrew Craig,Rafael Natal,KO,"Jul 11, 2012",UFC on Fuel TV: Munoz vs. Weidman,Middleweight
2724,Marcelo Guimarães,Dan Stittgen,Decision,"Jul 11, 2012",UFC on Fuel TV: Munoz vs. Weidman,Welterweight
2725,Raphael Assunção,Issei Tamura,TKO,"Jul 11, 2012",UFC on Fuel TV: Munoz vs. Weidman,Bantamweight
2726,Anderson Silva (c),Chael Sonnen,TKO,"Jul 7, 2012",UFC 148,Middleweight
2727,Forrest Griffin,Tito Ortiz,Decision,"Jul 7, 2012",UFC 148,Light Heavyweight
2728,Cung Le,Patrick Côté,Decision,"Jul 7, 2012",UFC 148,Middleweight
2729,Demian Maia,Dong Hyun Kim,TKO,"Jul 7, 2012",UFC 148,Welterweight
2730,Chad Mendes,Cody McKenzie,TKO,"Jul 7, 2012",UFC 148,Featherweight
2731,Mike Easton,Ivan Menjivar,Decision,"Jul 7, 2012",UFC 148,Bantamweight
2732,Melvin Guillard,Fabrício Camões,Decision,"Jul 7, 2012",UFC 148,Lightweight
2733,Khabib Nurmagomedov,Gleison Tibau,Decision,"Jul 7, 2012",UFC 148,Lightweight
2734,Costas Philippou,Riki Fukuda,Decision,"Jul 7, 2012",UFC 148,Middleweight
2735,Shane Roller,John Alessio,Decision,"Jul 7, 2012",UFC 148,Lightweight
2736,Rafaello Oliveira,Yoislandy Izquierdo,Decision,"Jul 7, 2012",UFC 148,Lightweight
2737,Rich Franklin,Wanderlei Silva,Decision,"Jun 23, 2012",UFC 147,Catchweight
2738,Cezar Ferreira,Sérgio Moraes,Decision,"Jun 23, 2012",UFC 147,Middleweight
2739,Rony Mariano Bezerra,Godofredo Pepey,Decision,"Jun 23, 2012",UFC 147,Featherweight
2740,Fabrício Werdum,Mike Russow,TKO,"Jun 23, 2012",UFC 147,Heavyweight
2741,Hacran Dias,Iuri Alcântara,Decision,"Jun 23, 2012",UFC 147,Featherweight
2742,Rodrigo Damm,Anistavio Medeiros,Submission,"Jun 23, 2012",UFC 147,Featherweight
2743,Francisco Trinaldo,Delson Heleno,TKO,"Jun 23, 2012",UFC 147,Middleweight
2744,Hugo Viana,John Teixeira,Decision,"Jun 23, 2012",UFC 147,Catchweight
2745,Thiago Perpétuo,Leonardo Mafra,TKO,"Jun 23, 2012",UFC 147,Middleweight
2746,Marcos Vinicius,Wagner Campos,TKO,"Jun 23, 2012",UFC 147,Featherweight
2747,Felipe Arantes,Milton Vieira,Draw,"Jun 23, 2012",UFC 147,Featherweight
2748,Gray Maynard,Clay Guida,Decision,"Jun 22, 2012",UFC on FX: Maynard vs. Guida,Lightweight
2749,Sam Stout,Spencer Fisher,Decision,"Jun 22, 2012",UFC on FX: Maynard vs. Guida,Lightweight
2750,Brian Ebersole,TJ Waldburger,Decision,"Jun 22, 2012",UFC on FX: Maynard vs. Guida,Welterweight
2751,Cub Swanson,Ross Pearson,TKO,"Jun 22, 2012",UFC on FX: Maynard vs. Guida,Featherweight
2752,Ricardo Lamas,Hatsu Hioki,Decision,"Jun 22, 2012",UFC on FX: Maynard vs. Guida,Featherweight
2753,Ramsey Nijem,C.J. Keith,TKO,"Jun 22, 2012",UFC on FX: Maynard vs. Guida,Lightweight
2754,Rick Story,Brock Jardine,Decision,"Jun 22, 2012",UFC on FX: Maynard vs. Guida,Welterweight
2755,Steven Siler,Joey Gambino,Submission,"Jun 22, 2012",UFC on FX: Maynard vs. Guida,Featherweight
2756,Chris Camozzi,Nick Catone,TKO,"Jun 22, 2012",UFC on FX: Maynard vs. Guida,Middleweight
2757,Matt Brown,Luis Ramos,TKO,"Jun 22, 2012",UFC on FX: Maynard vs. Guida,Welterweight
2758,Dan Miller,Ricardo Funch,Submission,"Jun 22, 2012",UFC on FX: Maynard vs. Guida,Welterweight
2759,Ken Stone,Dustin Pague,Decision,"Jun 22, 2012",UFC on FX: Maynard vs. Guida,Bantamweight
2760,Martin Kampmann,Jake Ellenberger,KO,"Jun 1, 2012",The Ultimate Fighter: Live#The Ultimate Fighter 15 Finale,Welterweight
2761,Michael Chiesa,Al Iaquinta,Technical Submission,"Jun 1, 2012",The Ultimate Fighter: Live#The Ultimate Fighter 15 Finale,Lightweight
2762,Charles Oliveira,Jonathan Brookins,Submission,"Jun 1, 2012",The Ultimate Fighter: Live#The Ultimate Fighter 15 Finale,Featherweight
2763,Max Holloway,Pat Schilling,Decision,"Jun 1, 2012",The Ultimate Fighter: Live#The Ultimate Fighter 15 Finale,Featherweight
2764,Justin Lawrence,John Cofer,KO,"Jun 1, 2012",The Ultimate Fighter: Live#The Ultimate Fighter 15 Finale,Lightweight
2765,Daron Cruickshank,Chris Tickle,Decision,"Jun 1, 2012",The Ultimate Fighter: Live#The Ultimate Fighter 15 Finale,Lightweight
2766,Myles Jury,Chris Saunders,Submission,"Jun 1, 2012",The Ultimate Fighter: Live#The Ultimate Fighter 15 Finale,Lightweight
2767,Sam Sicilia,Cristiano Marcello,TKO,"Jun 1, 2012",The Ultimate Fighter: Live#The Ultimate Fighter 15 Finale,Lightweight
2768,Joe Proctor,Jeremy Larsen,TKO,"Jun 1, 2012",The Ultimate Fighter: Live#The Ultimate Fighter 15 Finale,Lightweight
2769,Érik Pérez,John Albert,Submission,"Jun 1, 2012",The Ultimate Fighter: Live#The Ultimate Fighter 15 Finale,Bantamweight
2770,Junior dos Santos (c),Frank Mir,TKO,"May 26, 2012",UFC 146,Heavyweight
2771,Cain Velasquez,Antônio Silva,TKO,"May 26, 2012",UFC 146,Heavyweight
2772,Roy Nelson,Dave Herman,KO,"May 26, 2012",UFC 146,Heavyweight
2773,Stipe Miocic,Shane del Rosario,TKO,"May 26, 2012",UFC 146,Heavyweight
2774,Stefan Struve,Lavar Johnson,Submission,"May 26, 2012",UFC 146,Heavyweight
2775,Darren Elkins,Diego Brandao,Decision,"May 26, 2012",UFC 146,Featherweight
2776,Jamie Varner,Edson Barboza,TKO,"May 26, 2012",UFC 146,Lightweight
2777,C.B. Dollaway,Jason Miller,Decision,"May 26, 2012",UFC 146,Middleweight
2778,Dan Hardy,Duane Ludwig,KO,"May 26, 2012",UFC 146,Welterweight
2779,Paul Sass,Jacob Volkmann,Submission,"May 26, 2012",UFC 146,Lightweight
2780,Glover Teixeira,Kyle Kingsbury,Submission,"May 26, 2012",UFC 146,Light Heavyweight
2781,Mike Brown,Daniel Pineda,Decision,"May 26, 2012",UFC 146,Featherweight
2782,Nate Diaz,Jim Miller,Submission,"May 5, 2012",UFC on Fox: Diaz vs. Miller,Lightweight
2783,Johny Hendricks,Josh Koscheck,Decision,"May 5, 2012",UFC on Fox: Diaz vs. Miller,Welterweight
2784,Alan Belcher,Rousimar Palhares,TKO,"May 5, 2012",UFC on Fox: Diaz vs. Miller,Middleweight
2785,Lavar Johnson,Pat Barry,TKO,"May 5, 2012",UFC on Fox: Diaz vs. Miller,Heavyweight
2786,Michael Johnson,Tony Ferguson,Decision,"May 5, 2012",UFC on Fox: Diaz vs. Miller,Lightweight
2787,John Dodson,Tim Elliott,Decision,"May 5, 2012",UFC on Fox: Diaz vs. Miller,Flyweight
2788,John Hathaway,Pascal Krauss,Decision,"May 5, 2012",UFC on Fox: Diaz vs. Miller,Welterweight
2789,Louis Gaudinot,John Lineker,Technical Submission,"May 5, 2012",UFC on Fox: Diaz vs. Miller,Catchweight
2790,Danny Castillo,John Cholish,Decision,"May 5, 2012",UFC on Fox: Diaz vs. Miller,Lightweight
2791,Dennis Bermudez,Pablo Garza,Decision,"May 5, 2012",UFC on Fox: Diaz vs. Miller,Featherweight
2792,Roland Delorme,Nick Denis,Submission,"May 5, 2012",UFC on Fox: Diaz vs. Miller,Bantamweight
2793,Karlos Vemola,Mike Massenzio,Submission,"May 5, 2012",UFC on Fox: Diaz vs. Miller,Middleweight
2794,Jon Jones (c),Rashad Evans,Decision,"Apr 21, 2012",UFC 145,Light Heavyweight
2795,Rory MacDonald,Che Mills,TKO,"Apr 21, 2012",UFC 145,Welterweight
2796,Ben Rothwell,Brendan Schaub,TKO,"Apr 21, 2012",UFC 145,Heavyweight
2797,Michael McDonald,Miguel Torres,KO,"Apr 21, 2012",UFC 145,Bantamweight
2798,Eddie Yagin,Mark Hominick,Decision,"Apr 21, 2012",UFC 145,Featherweight
2799,Mark Bocek,John Alessio,Decision,"Apr 21, 2012",UFC 145,Lightweight
2800,Travis Browne,Chad Griggs,Submission,"Apr 21, 2012",UFC 145,Heavyweight
2801,Matt Brown,Stephen Thompson,Decision,"Apr 21, 2012",UFC 145,Welterweight
2802,Anthony Njokuani,John Makdessi,Decision,"Apr 21, 2012",UFC 145,Lightweight
2803,Mac Danzig,Efrain Escudero,Decision,"Apr 21, 2012",UFC 145,Lightweight
2804,Chris Clements,Keith Wisniewski,Decision,"Apr 21, 2012",UFC 145,Welterweight
2805,Marcus Brimage,Maximo Blanco,Decision,"Apr 21, 2012",UFC 145,Featherweight
2806,Alexander Gustafsson,Thiago Silva,Decision,"Apr 14, 2012",UFC on Fuel TV: Gustafsson vs. Silva,Light Heavyweight
