,First,Last,Nickname,Ht,Wt,Reach,Stance,Win,Loss,Draw,Total Fights,Wt_numeric,Htcm
408,Jesse,Fujarczyk,The Ronin,"6' 4""",225 lbs.,--,Southpaw,3,2,0,5,265,193.04
416,Frank,Megallon,,"5' 10""",185 lbs.,--,Southpaw,2,3,0,5,185,177.8
417,Steve,Jennum,,"5' 10""",215 lbs.,--,Orthodox,2,3,0,5,265,177.8
418,Joey,Gilbert,,"5' 11""",155 lbs.,--,Orthodox,2,3,0,5,155,180.34
419,Alfonso,Alcarez,,"5' 3""",145 lbs.,--,,1,3,1,5,145,160.02
420,Matt,Ramirez,The Machine,"5' 5""",125 lbs.,--,,2,3,0,5,125,165.1
421,Maria,Rios,,"5' 5""",125 lbs.,--,,2,3,0,5,125,165.1
422,Hussain,Rasouli,,"5' 6""",135 lbs.,--,,2,3,0,5,135,167.64000000000001
423,David,Rasouli,,"5' 7""",155 lbs.,--,,2,3,0,5,155,170.18
424,Eugenio,Tadeu,,"5' 8""",160 lbs.,--,Orthodox,2,3,0,5,160,172.72
425,Ivan,Cole,JP,"5' 9""",135 lbs.,--,,2,3,0,5,135,175.26
426,Brady,Fink,,"6' 0""",183 lbs.,--,Orthodox,2,3,0,5,183,182.88
427,Hong Man,Choi,Techno Goliath,"7' 2""",330 lbs.,--,Orthodox,2,3,0,5,300,218.44000000000003
431,Mike,Altman,,"5' 10""",185 lbs.,--,Orthodox,1,4,0,5,185,177.8
432,Steve,White,,"5' 11""",175 lbs.,--,,1,4,0,5,175,180.34
433,Sarah,Payant,Soulja,"5' 4""",115 lbs.,--,,1,4,0,5,115,162.56
434,Rich,Bouphanouvong,,"5' 7""",170 lbs.,--,,1,4,0,5,170,170.18
435,Josh,Stuart,,"5' 9""",160 lbs.,--,,1,4,0,5,160,175.26
436,Brandon,Michaels,,"5' 9""",185 lbs.,--,,1,4,0,5,185,175.26
437,Tomohiko,Hashimoto,,"6' 0""",250 lbs.,--,Orthodox,1,4,0,5,265,182.88
438,Todd,Butler,,"6' 1""",200 lbs.,--,Southpaw,1,4,0,5,200,185.42
439,Carlton,Jones,,"6' 1""",225 lbs.,--,Orthodox,1,4,0,5,265,185.42
440,John,Matua,,"6' 2""",400 lbs.,--,Orthodox,1,4,0,5,300,187.96
441,Yoshihiro,Takayama,,"6' 5""",280 lbs.,--,Orthodox,1,4,0,5,300,195.57999999999998
442,Gerry,Harris,,"6' 8""",270 lbs.,--,Orthodox,1,4,0,5,300,203.2
443,Keith,Mielke,,"5' 8""",185 lbs.,--,,0,5,0,5,185,172.72
444,Yosuke,Nishijima,,"5' 9""",205 lbs.,--,Orthodox,0,5,0,5,205,175.26
447,Montel,Jackson,Quik,"5' 10""",135 lbs.,"75.0""",Southpaw,6,0,0,6,135,177.8
448,Talita,Nogueira,Treta,"5' 10""",145 lbs.,--,,6,0,0,6,145,177.8
449,Ilima,Macfarlane,,"5' 4""",125 lbs.,--,,6,0,0,6,125,162.56
450,Ronaldo,Candido,Pacman,"5' 6""",125 lbs.,--,Southpaw,6,0,0,6,125,167.64000000000001
451,Aspen,Ladd,,"5' 6""",135 lbs.,"66.0""",Orthodox,6,0,0,6,135,167.64000000000001
452,Carlos,Candelario,The Cannon,"5' 8""",125 lbs.,"67.0""",Southpaw,6,0,0,6,125,172.72
453,Cheyden,Leialoha,Steadfast,"5' 8""",135 lbs.,"73.0""",Orthodox,6,0,0,6,135,172.72
454,Neiman,Gracie,,"6' 0""",170 lbs.,--,,6,0,0,6,170,182.88
455,Adam,Khaliev,,"6' 0""",170 lbs.,--,Orthodox,6,0,0,6,170,182.88
456,Anthony,Hernandez,Fluffy,"6' 0""",185 lbs.,"75.0""",Orthodox,6,0,0,6,185,182.88
457,Alonzo,Menifield,,"6' 0""",205 lbs.,"76.0""",Orthodox,6,0,0,6,205,182.88
458,Edmen,Shahbazyan,The Golden Boy,"6' 2""",185 lbs.,--,Orthodox,6,0,0,6,185,187.96
459,Chibwikem,Onyenegecha-Palmer,,"6' 3""",185 lbs.,"76.0""",Orthodox,6,0,0,6,185,190.5
460,Robert,Drysdale,,"6' 3""",205 lbs.,"78.0""",Orthodox,6,0,0,6,205,190.5
461,Chad,Corvin,The Brave Warrior,"6' 5""",255 lbs.,--,,6,0,0,6,265,195.57999999999998
469,Martin,Day,The Spartan,"5' 10""",125 lbs.,"71.0""",Orthodox,5,1,0,6,125,177.8
470,Nick,Pica,The Silverback,"5' 10""",185 lbs.,--,,5,1,0,6,185,177.8
471,Dave,Galera,Scarecrow,"5' 11""",135 lbs.,--,Orthodox,5,1,0,6,135,180.34
472,Sako,Chivitchian,,"5' 11""",155 lbs.,--,,5,1,0,6,155,180.34
473,Chris,Sanford,,"5' 11""",185 lbs.,--,Orthodox,5,1,0,6,185,180.34
474,Satoshi,Ishii,,"5' 11""",240 lbs.,--,Orthodox,4,1,1,6,265,180.34
475,Tina,Lahdemaki,Jelly Bean,"5' 2""",115 lbs.,"62.0""",Orthodox,5,1,0,6,115,157.48000000000002
476,Bentley,Syler,Dr. Bolivia,"5' 4""",125 lbs.,"68.0""",Orthodox,5,1,0,6,125,162.56
477,Travis,Calanoc,The Dark Knight,"5' 8""",145 lbs.,--,Orthodox,5,1,0,6,145,172.72
478,Te,Edwards,Tango,"5' 8""",155 lbs.,"72.0""",Orthodox,5,1,0,6,155,172.72
479,Rene,Kronvold,,"5' 8""",170 lbs.,--,Orthodox,5,1,0,6,170,172.72
480,Boston,Salmon,Boom Boom,"5' 9""",135 lbs.,"69.0""",Southpaw,5,1,0,6,135,175.26
481,James,Reese,JP,"5' 9""",155 lbs.,--,,5,1,0,6,155,175.26
482,Giga,Chikadze,,"6' 0""",145 lbs.,"72.0""",Orthodox,5,1,0,6,145,182.88
483,Eric,Wray,,"6' 0""",170 lbs.,--,Orthodox,5,1,0,6,170,182.88
484,Keith,Berish,Sha Bang Bang,"6' 0""",205 lbs.,"73.0""",Orthodox,5,1,0,6,205,182.88
485,Dennis,Bryant,The Beard,"6' 1""",205 lbs.,--,,5,1,0,6,205,185.42
486,Anton,Berzin,The Body Snatcher,"6' 2""",205 lbs.,--,Orthodox,5,1,0,6,205,187.96
487,Mike,King,,"6' 3""",185 lbs.,"75.0""",,5,1,0,6,185,190.5
488,Rolles,Gracie,,"6' 4""",242 lbs.,--,Orthodox,5,1,0,6,265,193.04
489,Shawn,Teed,,"6' 5""",265 lbs.,"79.0""",Orthodox,5,1,0,6,265,195.57999999999998
498,Ryan,Keenan,,"5' 10""",170 lbs.,--,,4,2,0,6,170,177.8
499,Chris,Herrera,The Crusher,"5' 10""",185 lbs.,--,,3,2,1,6,185,177.8
500,Kevin,Jackson,,"5' 10""",199 lbs.,--,Switch,4,2,0,6,199,177.8
501,Brad,Mitchell,,"5' 11""",145 lbs.,--,,4,2,0,6,145,180.34
502,Jeremy,Malaterre,,"5' 11""",155 lbs.,--,,4,2,0,6,155,180.34
503,Hector,Aldana,El Charro,"5' 11""",170 lbs.,"72.0""",Orthodox,4,2,0,6,170,180.34
504,Igor,Gracie,,"5' 11""",170 lbs.,--,,4,2,0,6,170,180.34
505,Sam,Spengler,The Ram,"5' 11""",185 lbs.,--,Orthodox,4,2,0,6,185,180.34
506,Tim,Catalfo,Obake,"5' 11""",235 lbs.,--,Orthodox,4,2,0,6,265,180.34
507,Scott,Ferrozzo,The Pitbull,"5' 11""",323 lbs.,--,Orthodox,4,2,0,6,300,180.34
508,Anthony,Do,,"5' 4""",125 lbs.,--,,4,2,0,6,125,162.56
509,Sijara,Eubanks,Sarj,"5' 4""",125 lbs.,"67.0""",,4,2,0,6,125,162.56
510,Roldan,Sangcha-an,The Executioner,"5' 4""",125 lbs.,"65.0""",Orthodox,4,2,0,6,125,162.56
511,Yusaku,Nakamura,,"5' 5""",145 lbs.,--,,3,2,1,6,145,165.1
512,Bruno,Korea,Korea,"5' 6""",135 lbs.,"65.0""",,4,2,0,6,135,167.64000000000001
513,Sarah,D'alelio,The Monster,"5' 7""",145 lbs.,--,,4,2,0,6,145,170.18
514,Shana,Olsen,Rock Solid,"5' 7""",145 lbs.,--,,4,2,0,6,145,170.18
515,TJ,Hepburn,The Carnivore,"5' 7""",155 lbs.,--,,4,2,0,6,155,170.18
516,Louis,Jauregui,,"5' 7""",170 lbs.,--,,4,2,0,6,170,170.18
517,Kelly,Dullanty,Psycho,"5' 8""",155 lbs.,--,Orthodox,4,2,0,6,155,172.72
519,Waylon,Kennell,,"6' 0""",185 lbs.,--,,4,2,0,6,185,182.88
520,Adam,Cella,El Naturel,"6' 2""",170 lbs.,"78.0""",,4,2,0,6,170,187.96
521,Brian,Houston,B-Hue,"6' 2""",185 lbs.,"78.0""",Orthodox,4,2,0,6,185,187.96
522,Jeff,Newton,,"6' 2""",205 lbs.,--,Sideways,4,2,0,6,205,187.96
523,Scott,Carson,,"6' 2""",215 lbs.,--,,4,2,0,6,265,187.96
524,Rex,Holman,Big Dog,"6' 3""",205 lbs.,--,Southpaw,4,2,0,6,205,190.5
525,Chris,de la Rocha,,"6' 3""",250 lbs.,"80.0""",Orthodox,4,2,0,6,265,190.5
526,Sean,O'Haire,,"6' 5""",270 lbs.,--,Orthodox,4,2,0,6,300,195.57999999999998
527,Don'Tale,Mayes,King Kong,"6' 6""",260 lbs.,"82.0""",Orthodox,4,2,0,6,265,198.12
528,Marcus,Jones,The Darkness,"6' 6""",265 lbs.,--,Orthodox,4,2,0,6,265,198.12
536,Horacio,Gutierrez,The Punisher,"5' 10""",145 lbs.,"69.0""",,3,3,0,6,145,177.8
537,Merritt,Warren,,"5' 10""",155 lbs.,--,Southpaw,3,3,0,6,155,177.8
538,Marcelo,Aguiar,,"5' 10""",170 lbs.,--,Orthodox,2,3,1,6,170,177.8
539,Matt,Arroyo,No Regard,"5' 10""",170 lbs.,"72.0""",Orthodox,3,3,0,6,170,177.8
540,Bubba,Pugh,,"5' 10""",185 lbs.,--,,3,3,0,6,185,177.8
541,Jessamyn,Duke,The Gun,"5' 11""",135 lbs.,"73.0""",,3,3,0,6,135,180.34
542,Marius,Enache,,"5' 11""",155 lbs.,--,,3,3,0,6,155,180.34
543,Cyrillo,Padilha,,"5' 11""",155 lbs.,--,,3,3,0,6,155,180.34
544,Charlie,Ward,Relentless,"5' 11""",170 lbs.,"73.0""",Orthodox,3,3,0,6,170,180.34
545,Emily,Peters Kagan,,"5' 3""",115 lbs.,"66.0""",,3,3,0,6,115,160.02
546,Karine,Gevorgyan,The Princess,"5' 4""",125 lbs.,"63.0""",,3,3,0,6,125,162.56
547,Ian,Butler,,"5' 8""",155 lbs.,--,,3,3,0,6,155,172.72
548,Garrett,Mueller,,"5' 9""",135 lbs.,--,,3,3,0,6,135,175.26
549,Wagner,Silva,Wagnao,"6' 0""",170 lbs.,"71.0""",Orthodox,3,3,0,6,170,182.88
550,Jorge,Interiano,,"6' 1""",205 lbs.,--,,3,3,0,6,205,185.42
551,Erick,Wanderlei,,"6' 1""",205 lbs.,--,Orthodox,3,3,0,6,205,185.42
552,Buck,Meredith,,"6' 2""",185 lbs.,--,,3,3,0,6,185,187.96
555,Albert,Cheng,,"5' 11""",170 lbs.,--,Orthodox,2,4,0,6,170,180.34
556,Bryanna,Fissori,,"5' 4""",145 lbs.,--,,2,4,0,6,145,162.56
557,Melchor,Manibusan,Barracuda,"5' 5""",154 lbs.,--,Southpaw,2,4,0,6,154,165.1
558,Marvin,Maldonado,The Bulldog,"5' 6""",135 lbs.,--,,2,4,0,6,135,167.64000000000001
559,Pete,Rogers Jr.,The Heat,"6' 0""",145 lbs.,--,,2,4,0,6,145,182.88
560,Blake,Bowman,,"6' 2""",170 lbs.,--,,2,4,0,6,170,187.96
561,Tadao,Yasuda,,"6' 4""",310 lbs.,--,Orthodox,2,4,0,6,300,193.04
563,Orlando,Wiet,The Gladiator,"5' 10""",170 lbs.,--,Southpaw,1,5,0,6,170,177.8
564,Yoji,Anjo,Mr. 200%,"5' 11""",205 lbs.,--,Orthodox,0,5,1,6,205,180.34
565,Andre,Walker,,"5' 11""",205 lbs.,--,Southpaw,1,5,0,6,205,180.34
566,Joey,Gomez,,"5' 10""",155 lbs.,"71.0""",Orthodox,7,0,0,7,155,177.8
567,Joe,Lowry,,"5' 10""",155 lbs.,--,,7,0,0,7,155,177.8
568,Michael,Graves,,"5' 10""",170 lbs.,"71.0""",,6,0,1,7,170,177.8
569,Chris,Holdsworth,Holds it Down,"5' 11""",135 lbs.,"71.0""",,7,0,0,7,135,180.34
570,Azamat,Murzakanov,The Professional,"5' 11""",205 lbs.,--,,7,0,0,7,205,180.34
571,Alexandra,Albu,Stitch,"5' 2""",115 lbs.,"63.0""",Orthodox,7,0,0,7,115,157.48000000000002
572,Mackenzie,Dern,,"5' 4""",115 lbs.,"63.0""",Orthodox,7,0,0,7,115,162.56
573,Tatiana,Suarez,,"5' 5""",115 lbs.,"67.0""",,7,0,0,7,115,165.1
574,Gabriel,Carrasco,,"5' 6""",135 lbs.,--,,7,0,0,7,135,167.64000000000001
575,Kyle,Stewart,Gunz Up,"6' 0""",170 lbs.,"76.0""",Orthodox,7,0,0,7,170,182.88
576,Anthony,Adams,Sugafoot,"6' 0""",185 lbs.,"77.0""",Orthodox,7,0,0,7,185,182.88
577,Jim,Crute,The Brute,"6' 2""",205 lbs.,--,Orthodox,7,0,0,7,205,187.96
580,Ryan,Hall,The Wizard,"5' 10""",145 lbs.,"71.0""",,6,1,0,7,145,177.8
581,Raul,Castillo,,"5' 11""",185 lbs.,--,Orthodox,6,1,0,7,185,180.34
582,AJ,Matthews,,"5' 11""",185 lbs.,--,,6,1,0,7,185,180.34
583,Cynthia,Calvillo,,"5' 4""",115 lbs.,"64.0""",Orthodox,6,1,0,7,115,162.56
584,Syuri,Kondo,,"5' 4""",115 lbs.,"66.0""",Orthodox,6,1,0,7,115,162.56
585,Amanda,Ribas,,"5' 4""",115 lbs.,--,,6,1,0,7,115,162.56
586,Elias,Garcia,,"5' 5""",125 lbs.,"67.0""",Southpaw,6,1,0,7,125,165.1
587,Adin,Duenas,,"5' 6""",145 lbs.,--,,6,1,0,7,145,167.64000000000001
588,Anthony,Avila,,"5' 7""",145 lbs.,--,,6,1,0,7,145,170.18
589,Jaime,Alvarez,,"5' 8""",125 lbs.,"69.0""",Orthodox,6,1,0,7,125,172.72
590,Yazan,Hajeh,Yazzle Dazzle,"5' 9""",145 lbs.,"73.0""",Orthodox,6,1,0,7,145,175.26
591,Thanh,Le,,"5' 9""",145 lbs.,"74.0""",Orthodox,6,1,0,7,145,175.26
592,Thomas,Longacre,,"5' 9""",145 lbs.,--,Orthodox,6,1,0,7,145,175.26
593,Sodiq,Yusuff,Super,"5' 9""",145 lbs.,--,Orthodox,6,1,0,7,145,175.26
594,Matt,Frevola,The Steamrolla,"5' 9""",155 lbs.,"71.0""",Orthodox,6,1,0,7,155,175.26
595,Ralph,Gracie,,"5' 9""",183 lbs.,--,Orthodox,6,1,0,7,183,175.26
596,Mike,Malott,The Main Attraction,"6' 0""",145 lbs.,--,,5,1,1,7,145,182.88
597,Steve,Byrnes,The Sergeant,"6' 0""",170 lbs.,--,Orthodox,6,1,0,7,170,182.88
598,Jesse,Finney,,"6' 0""",170 lbs.,--,,6,1,0,7,170,182.88
599,Joe,Merritt,Joey Slash,"6' 0""",170 lbs.,"73.0""",Orthodox,6,1,0,7,170,182.88
600,Karl,Roberson,Baby K,"6' 1""",185 lbs.,"74.0""",Southpaw,6,1,0,7,185,185.42
601,Andreas,Spang,Sweet Swede,"6' 1""",185 lbs.,--,,6,1,0,7,185,185.42
602,Igor,Zinoviev,Houdini,"6' 1""",199 lbs.,--,Orthodox,4,1,2,7,199,185.42
603,Justin,Sumter,The Fort,"6' 2""",185 lbs.,"80.0""",Southpaw,6,1,0,7,185,187.96
604,Marcelo,Golm,,"6' 3""",249 lbs.,"75.0""",Orthodox,6,1,0,7,265,190.5
610,Jared,Chaffee,,"5' 10""",155 lbs.,--,,5,2,0,7,155,177.8
611,Sean,Holden,,"5' 10""",170 lbs.,--,,5,2,0,7,170,177.8
612,Stevie,Lynch,,"5' 10""",170 lbs.,--,Orthodox,5,2,0,7,170,177.8
613,Michael,Byrnes,,"5' 11""",155 lbs.,--,,5,2,0,7,155,180.34
614,Cristina,Stanciu,Barbie,"5' 3""",115 lbs.,"64.0""",Orthodox,5,2,0,7,115,160.02
615,Turrell,Galloway,,"5' 3""",145 lbs.,--,,5,2,0,7,145,160.02
616,Chanmi,Jeon,Ottogi Girl,"5' 5""",115 lbs.,"67.0""",Orthodox,5,2,0,7,115,165.1
617,Nicco,Montano,,"5' 5""",125 lbs.,"65.0""",Southpaw,5,2,0,7,125,165.1
618,Gillian,Robertson,The Savage,"5' 5""",125 lbs.,"63.0""",,5,2,0,7,125,165.1
619,Ryan,Bastianelli,Relentless,"5' 5""",135 lbs.,--,,5,2,0,7,135,165.1
620,Gina,Mazany,Danger,"5' 6""",135 lbs.,"68.0""",Southpaw,5,2,0,7,135,167.64000000000001
621,Mikey,Burnett,The Eastside Assassin,"5' 6""",170 lbs.,--,Orthodox,5,2,0,7,170,167.64000000000001
622,Steve,Ramirez,,"5' 7""",125 lbs.,--,,5,2,0,7,125,170.18
623,Andre,Galvao,,"5' 7""",168 lbs.,--,Orthodox,5,2,0,7,168,170.18
624,Kyle,Dietz,,"5' 8""",135 lbs.,--,Orthodox,5,2,0,7,135,172.72
625,Aaron,Ely,The Cyborg,"5' 8""",135 lbs.,--,,5,2,0,7,135,172.72
626,Leonardo,Morales,Chimy,"5' 8""",135 lbs.,"68.0""",Southpaw,5,2,0,7,135,172.72
627,Justin,Lawrence,The American Kidd,"5' 8""",145 lbs.,"67.0""",Orthodox,5,2,0,7,145,172.72
628,Pat,Schilling,Thrilling,"5' 8""",145 lbs.,"69.0""",Orthodox,5,2,0,7,145,172.72
629,Anthony,Torres,The Crush,"5' 8""",170 lbs.,--,Orthodox,5,2,0,7,170,172.72
630,Salvador,Becerra,,"5' 9""",155 lbs.,--,,5,2,0,7,155,175.26
631,Brendan,Loughnane,,"5' 9""",155 lbs.,"71.0""",,5,2,0,7,155,175.26
632,Amaury,Bitetti,,"5' 9""",185 lbs.,--,Orthodox,5,2,0,7,185,175.26
633,Gilbert,Smith,,"5' 9""",185 lbs.,"75.0""",Southpaw,5,2,0,7,185,175.26
634,Ryan,Gracie,,"5' 9""",200 lbs.,--,Orthodox,5,2,0,7,200,175.26
635,Francisco,Bueno,,"5' 9""",225 lbs.,--,Orthodox,5,2,0,7,265,175.26
636,Collin,Hart,,"6' 1""",185 lbs.,"76.0""",Orthodox,4,2,1,7,185,185.42
637,Andrews,Nakahara,,"6' 1""",185 lbs.,--,Orthodox,3,2,2,7,185,185.42
638,Jamie,Yager,The Chosyn 1,"6' 1""",185 lbs.,--,Orthodox,5,2,0,7,185,185.42
639,George,Bush,,"6' 1""",205 lbs.,--,,5,2,0,7,205,185.42
640,Daniel,Jolly,The Werewolf of Texas,"6' 1""",205 lbs.,"75.0""",Orthodox,5,2,0,7,205,185.42
641,Sam,Oropeza,,"6' 2""",170 lbs.,--,,5,2,0,7,170,187.96
642,Chris,Spang,The Kiss,"6' 2""",170 lbs.,--,Orthodox,5,2,0,7,170,187.96
643,Kevin,Ferguson,Kimbo Slice,"6' 2""",235 lbs.,--,Orthodox,5,2,0,7,265,187.96
644,Vinicius,Queiroz,Spartan,"6' 7""",220 lbs.,--,,5,2,0,7,265,200.66
648,Jamie,Moyle,,"5' 1""",115 lbs.,"65.0""",Orthodox,4,3,0,7,115,154.94
649,Ron,Henderson,,"5' 10""",125 lbs.,--,,4,3,0,7,125,177.8
650,Alex,Higley,,"5' 10""",145 lbs.,--,,4,3,0,7,145,177.8
651,Abram,Torres,,"5' 10""",170 lbs.,--,,4,3,0,7,170,177.8
652,Roger,Zapata,Viva,"5' 11""",170 lbs.,"74.0""",Southpaw,4,3,0,7,170,180.34
653,Taiei,Kin,,"5' 11""",185 lbs.,--,Orthodox,4,3,0,7,185,180.34
654,Nolan,Ticman,,"5' 6""",125 lbs.,"69.0""",Orthodox,4,3,0,7,125,167.64000000000001
655,Joe,Veres,,"5' 7""",155 lbs.,--,Orthodox,4,3,0,7,155,170.18
656,Allen,Berube,Monstah Lobstah,"5' 8""",155 lbs.,--,Orthodox,4,3,0,7,155,172.72
657,Jerron,Peoples,,"6' 0""",170 lbs.,--,,4,3,0,7,170,182.88
658,Kenyon,Jackson,,"6' 0""",185 lbs.,--,,4,3,0,7,185,182.88
659,Justin,Martin,,"6' 0""",185 lbs.,--,,4,3,0,7,185,182.88
660,Ian,Rammel,,"6' 0""",185 lbs.,--,,4,3,0,7,185,182.88
661,Lumumba,Sayers,,"6' 0""",185 lbs.,--,,4,3,0,7,185,182.88
662,Kristian,Rothaermel,,"6' 0""",205 lbs.,--,Open Stance,4,3,0,7,205,182.88
663,Sean,Alvarez,,"6' 0""",235 lbs.,--,Orthodox,4,3,0,7,265,182.88
664,Jerrel,Venetiaan,,"6' 1""",195 lbs.,--,Orthodox,4,3,0,7,195,185.42
665,Carl,Seumanutafa,,"6' 1""",255 lbs.,--,Orthodox,4,3,0,7,265,185.42
666,Joey,Roberts,,"6' 2""",200 lbs.,--,,4,3,0,7,200,187.96
667,Craig,Zellner,Big Z,"6' 2""",205 lbs.,--,Orthodox,4,3,0,7,205,187.96
668,Bryan,Vetell,,"6' 3""",265 lbs.,--,Southpaw,4,3,0,7,265,190.5
674,Jonny,Goh,,"5' 11""",155 lbs.,--,,3,4,0,7,155,180.34
675,Tony,Petarra,,"5' 11""",196 lbs.,--,Orthodox,2,4,1,7,196,180.34
676,Joel,Sutton,,"5' 11""",205 lbs.,--,Orthodox,2,4,1,7,205,180.34
677,Raquel,Pa'aluhi,Rocky,"5' 7""",135 lbs.,--,,3,4,0,7,135,170.18
678,David,Kaplan,Diamond,"5' 7""",155 lbs.,--,Orthodox,3,4,0,7,155,170.18
679,Nikk,Covert,The Brick,"5' 8""",185 lbs.,--,,3,4,0,7,185,172.72
680,Jonathan,Santa Maria,,"5' 9""",125 lbs.,--,,3,4,0,7,125,175.26
681,Greg,Scott,,"5' 9""",145 lbs.,--,,3,4,0,7,145,175.26
682,Masutatsu,Yano,,"5' 9""",198 lbs.,--,Orthodox,2,4,1,7,198,175.26
683,Juan,Mott,,"6' 0""",190 lbs.,--,Switch,3,4,0,7,190,182.88
684,Christophe,Leninger,,"6' 0""",200 lbs.,--,Southpaw,3,4,0,7,200,182.88
685,Tim,Roman,,"6' 1""",170 lbs.,--,,3,4,0,7,170,185.42
688,Minoru,Toyonaga,,"5' 11""",195 lbs.,--,Southpaw,2,5,0,7,195,180.34
689,Yao,Zhikui,The Conqueror,"5' 5""",125 lbs.,"64.0""",Orthodox,2,5,0,7,125,165.1
690,Jessica,Rakoczy,The Ragin',"5' 7""",115 lbs.,"68.0""",Orthodox,2,5,0,7,115,170.18
691,Lemont,Davis,,"5' 8""",170 lbs.,--,Orthodox,2,5,0,7,170,172.72
692,Tokimitsu,Ishizawa,Kendo Ka Shin,"6' 0""",185 lbs.,--,Orthodox,1,5,1,7,185,182.88
693,Joe,Schilling,,"6' 3""",185 lbs.,--,,2,5,0,7,185,190.5
695,Moti,Horenstein,,"6' 4""",230 lbs.,--,Orthodox,1,6,0,7,265,193.04
697,AJ,McKee,Mercenary,"5' 10""",145 lbs.,--,,8,0,0,8,145,177.8
698,Brent,Primus,,"5' 10""",155 lbs.,--,,8,0,0,8,155,177.8
699,Michael,Trizano,The Lone Wolf,"5' 11""",155 lbs.,"73.0""",Orthodox,8,0,0,8,155,180.34
700,Jose,Torres,Shorty,"5' 4""",125 lbs.,"65.0""",Orthodox,8,0,0,8,125,162.56
701,Brad,Katona,Superman,"5' 6""",145 lbs.,"65.0""",Orthodox,8,0,0,8,145,167.64000000000001
702,Andrew,Todhunter,The Sniper,"6' 0""",185 lbs.,"72.0""",Switch,8,0,0,8,185,182.88
703,Carlos,Felipe,Boi,"6' 0""",245 lbs.,--,,8,0,0,8,265,182.88
704,Tom,Murphy,,"6' 2""",227 lbs.,--,Southpaw,8,0,0,8,265,187.96
705,Daniel,Puder,,"6' 3""",235 lbs.,--,Orthodox,8,0,0,8,265,190.5
708,Romie,Aram,,"5' 10""",170 lbs.,--,Orthodox,7,1,0,8,170,177.8
709,Scott,Norton,Hollywood,"5' 10""",170 lbs.,--,Orthodox,7,1,0,8,170,177.8
710,Antonio,Jones,Doomsday,"5' 11""",185 lbs.,--,Orthodox,7,1,0,8,185,180.34
711,Amanda,Lemos,Amandinha,"5' 4""",135 lbs.,"65.0""",Southpaw,6,1,1,8,135,162.56
712,Vince,Morales,Vandetta,"5' 7""",135 lbs.,--,Orthodox,7,1,0,8,135,170.18
713,Matt,Sayles,Robo,"5' 7""",145 lbs.,"68.0""",Orthodox,7,1,0,8,145,170.18
714,Poliana,Botelho,,"5' 8""",115 lbs.,--,Orthodox,7,1,0,8,115,172.72
715,Aiemann,Zahabi,,"5' 8""",135 lbs.,"68.0""",Orthodox,7,1,0,8,135,172.72
716,Gina,Carano,Conviction,"5' 8""",145 lbs.,--,Orthodox,7,1,0,8,145,172.72
717,Devonte,Smith,King Kage,"5' 8""",155 lbs.,--,,7,1,0,8,155,172.72
718,John,Gunther,The Machine,"5' 9""",155 lbs.,"72.0""",Orthodox,7,1,0,8,155,175.26
719,Bret,Bergmark,The Angry Hick,"5' 9""",170 lbs.,--,,6,1,1,8,170,175.26
720,Luke,Flores,Luke,"6' 0""",155 lbs.,--,Southpaw,7,1,0,8,155,182.88
721,Joe,Giannetti,Skeletor,"6' 0""",155 lbs.,"74.0""",Southpaw,7,1,0,8,155,182.88
722,Jon,Madsen,,"6' 0""",240 lbs.,"72.0""",Orthodox,7,1,0,8,265,182.88
723,Dwight,Grant,The Body Snatcher,"6' 1""",170 lbs.,"78.0""",,7,1,0,8,170,185.42
724,Adam,Hunter,Warhammer,"6' 1""",185 lbs.,"73.0""",Orthodox,7,1,0,8,185,185.42
725,Arjan,Bhullar,,"6' 1""",245 lbs.,"75.0""",Orthodox,7,1,0,8,265,185.42
726,Justin,Willis,Big Pretty,"6' 1""",264 lbs.,"78.0""",Southpaw,7,1,0,8,265,185.42
727,Tedd,Williams,,"6' 1""",275 lbs.,--,Orthodox,7,1,0,8,300,185.42
728,Nick,Roehrick,,"6' 2""",205 lbs.,"75.0""",Orthodox,7,1,0,8,205,187.96
729,Bobby,Lashley,,"6' 3""",255 lbs.,"78.0""",Orthodox,7,1,0,8,265,190.5
730,Jarjis,Danho,Man Mountain,"6' 3""",265 lbs.,"74.0""",Orthodox,6,1,1,8,265,190.5
737,Yoislandy,Izquierdo,Cuba,"5' 11""",155 lbs.,--,Southpaw,6,2,0,8,155,180.34
738,Daichi,Abe,,"5' 11""",170 lbs.,"71.0""",Orthodox,6,2,0,8,170,180.34
739,Besam,Yousef,,"5' 11""",170 lbs.,"71.0""",Orthodox,6,2,0,8,170,180.34
740,Silvana,Juarez,La Malvada,"5' 3""",125 lbs.,--,Orthodox,6,2,0,8,125,160.02
741,Veronica,Macedo,,"5' 4""",125 lbs.,"64.0""",Southpaw,5,2,1,8,125,162.56
742,Fiona,Muxlow,,"5' 4""",145 lbs.,--,,6,2,0,8,145,162.56
743,JJ,Aldrich,,"5' 5""",115 lbs.,"67.0""",Southpaw,6,2,0,8,115,165.1
744,Justine,Kish,,"5' 5""",125 lbs.,"64.0""",Orthodox,6,2,0,8,125,165.1
745,Daniel,Teymur,Kid Dynamite,"5' 5""",145 lbs.,"69.0""",Orthodox,6,2,0,8,145,165.1
746,Augusto,Mendes,Tanquinho,"5' 6""",135 lbs.,"65.0""",Orthodox,6,2,0,8,135,167.64000000000001
